loan_id,user_id,loan_amount,origination_date,term_months
8656,4317,5000,2024-09-09,12
8657,4687,25000,2024-11-06,12
8658,5618,25000,2024-07-10,12
8659,4909,15000,2024-01-03,24
8660,3231,25000,2024-06-06,36
8661,8335,5000,2024-07-04,12
8662,1850,5000,2024-05-20,12
8663,4021,10000,2024-11-20,24
8664,8237,10000,2024-02-20,36
8665,451,25000,2024-11-05,36
8666,1260,15000,2024-06-27,12
8667,9196,25000,2024-06-03,36
8668,4778,5000,2024-09-24,12
8669,7393,5000,2024-04-22,24
8670,7576,5000,2024-04-29,12
8671,7987,25000,2024-03-29,24
8672,1997,25000,2024-04-15,12
8673,4889,10000,2024-07-25,24
8674,7137,5000,2024-01-31,24
8675,1495,10000,2024-09-23,36
8676,9265,5000,2024-06-12,12
8677,1579,10000,2024-04-30,24
8678,1236,25000,2024-05-13,12
8679,9932,15000,2024-05-02,24
8680,9208,15000,2024-10-27,12
8681,6994,5000,2024-03-30,36
8682,1560,25000,2024-03-12,12
8683,9761,5000,2024-12-24,12
8684,7889,10000,2024-02-06,12
8685,9703,25000,2024-04-10,12
8686,4576,10000,2024-04-21,24
8687,3857,10000,2024-01-30,36
8688,9904,5000,2024-02-07,24
8689,4140,10000,2024-07-25,12
8690,7833,5000,2024-06-14,12
8691,3528,10000,2024-01-09,24
8692,6499,5000,2024-10-03,12
8693,5820,10000,2024-06-17,36
8694,3869,10000,2024-11-20,12
8695,4452,10000,2024-10-01,36
8696,7305,5000,2024-09-05,12
8697,8095,25000,2024-04-21,36
8698,5740,15000,2024-03-20,24
8699,9694,15000,2024-01-18,24
8700,815,5000,2024-03-20,12
8701,7585,5000,2024-07-13,12
8702,4066,15000,2024-07-17,24
8703,1324,25000,2024-04-25,36
8704,8197,25000,2024-02-01,24
8705,9451,15000,2024-08-10,12
8706,2035,10000,2024-03-28,24
8707,6591,10000,2024-06-09,24
8708,5967,5000,2024-11-23,12
8709,200,15000,2024-11-05,12
8710,1706,15000,2024-04-12,12
8711,3932,5000,2024-10-24,24
8712,2069,25000,2024-06-11,36
8713,3759,25000,2024-04-11,24
8714,2844,15000,2024-07-07,36
8715,2197,10000,2024-11-11,36
8716,8817,15000,2024-09-06,36
8717,2134,15000,2024-08-13,12
8718,2579,10000,2024-05-03,12
8719,6207,15000,2024-10-31,12
8720,8884,25000,2024-10-05,36
8721,2598,25000,2024-11-19,36
8722,814,10000,2024-10-17,36
8723,6552,25000,2024-10-04,24
8724,1628,10000,2024-06-06,36
8725,4617,10000,2024-01-03,12
8726,3593,15000,2024-11-26,24
8727,2581,10000,2024-01-10,36
8728,6239,25000,2024-03-07,12
8729,3933,25000,2024-06-17,36
8730,8488,5000,2024-02-19,12
8731,7114,25000,2024-05-06,12
8732,3252,15000,2024-07-15,12
8733,1155,10000,2024-01-15,36
8734,533,25000,2024-05-01,12
8735,5128,5000,2024-02-17,36
8736,888,5000,2024-04-23,12
8737,3273,10000,2024-01-06,36
8738,2926,25000,2024-01-04,24
8739,2433,25000,2024-10-05,12
8740,3598,5000,2024-06-21,36
8741,8012,25000,2024-11-16,36
8742,5526,25000,2024-02-25,36
8743,4619,10000,2024-01-15,12
8744,9027,25000,2024-03-31,24
8745,9570,25000,2024-07-23,12
8746,3481,5000,2024-09-03,12
8747,4607,15000,2024-08-26,24
8748,8404,25000,2024-12-25,24
8749,9119,10000,2024-01-09,24
8750,2673,5000,2024-08-16,12
8751,4033,5000,2024-08-04,24
8752,8537,10000,2024-07-03,24
8753,5994,15000,2024-07-13,24
8754,6004,25000,2024-02-08,12
8755,9894,25000,2024-02-09,24
8756,7426,10000,2024-01-16,12
8757,3847,5000,2024-03-21,24
8758,4017,10000,2024-03-31,24
8759,296,15000,2024-05-17,36
8760,7725,5000,2024-06-29,36
8761,7385,15000,2024-03-05,12
8762,4484,15000,2024-04-24,36
8763,1497,5000,2024-02-19,36
8764,1568,15000,2024-10-11,36
8765,6034,5000,2024-05-25,12
8766,5451,15000,2024-06-28,24
8767,1976,15000,2024-12-28,12
8768,4133,5000,2024-06-09,36
8769,7399,15000,2024-12-28,12
8770,4279,15000,2024-09-23,12
8771,7926,25000,2024-04-10,12
8772,4166,15000,2024-05-27,24
8773,8429,10000,2024-05-29,24
8774,464,15000,2024-08-11,36
8775,5238,10000,2024-07-18,24
8776,930,5000,2024-10-17,36
8777,1887,5000,2024-03-20,24
8778,7674,25000,2024-04-17,36
8779,7672,5000,2024-06-10,12
8780,7919,10000,2024-05-27,36
8781,3912,5000,2024-07-23,24
8782,6545,5000,2024-11-07,36
8783,4413,15000,2024-11-02,24
8784,718,10000,2024-12-16,12
8785,6366,10000,2024-03-25,12
8786,658,10000,2024-02-19,24
8787,1213,5000,2024-04-30,36
8788,6436,10000,2024-06-01,12
8789,758,5000,2024-12-15,36
8790,6903,5000,2024-07-17,12
8791,5537,25000,2024-08-13,12
8792,3479,25000,2024-09-16,36
8793,5573,5000,2024-03-03,24
8794,9423,5000,2024-10-04,24
8795,6070,15000,2024-11-08,24
8796,5480,25000,2024-06-30,24
8797,5126,10000,2024-01-04,36
8798,5094,25000,2024-07-11,36
8799,5593,25000,2024-09-11,12
8800,83,25000,2024-10-30,12
8801,7967,10000,2024-05-30,12
8802,3763,5000,2024-01-06,36
8803,1401,25000,2024-08-02,12
8804,659,25000,2024-08-17,36
8805,6246,5000,2024-11-22,36
8806,5151,5000,2024-05-12,36
8807,1338,15000,2024-03-25,12
8808,7141,25000,2024-06-02,24
8809,8886,5000,2024-07-20,36
8810,4328,10000,2024-07-12,12
8811,9337,10000,2024-01-20,12
8812,3257,15000,2024-09-26,24
8813,864,25000,2024-09-02,36
8814,1250,5000,2024-03-11,36
8815,9411,10000,2024-07-20,12
8816,4905,15000,2024-12-16,36
8817,9242,25000,2024-02-27,24
8818,7362,10000,2024-09-13,36
8819,2903,15000,2024-08-08,12
8820,4807,5000,2024-06-07,36
8821,5384,10000,2024-05-15,36
8822,9687,25000,2024-07-26,36
8823,2337,10000,2024-08-25,36
8824,368,5000,2024-12-04,12
8825,412,5000,2024-08-05,12
8826,3094,15000,2024-07-06,36
8827,8035,5000,2024-07-08,12
8828,354,25000,2024-09-30,12
8829,9758,25000,2024-09-10,12
8830,5679,10000,2024-07-12,36
8831,1339,10000,2024-12-14,36
8832,4878,5000,2024-11-17,36
8833,329,5000,2024-06-28,36
8834,9686,5000,2024-11-18,24
8835,8156,5000,2024-03-28,36
8836,7017,10000,2024-09-21,36
8837,1487,25000,2024-12-28,36
8838,7608,15000,2024-10-30,24
8839,3736,10000,2024-11-11,36
8840,738,10000,2024-11-29,24
8841,5368,25000,2024-05-05,24
8842,3889,15000,2024-06-28,36
8843,6893,25000,2024-02-12,36
8844,4844,5000,2024-07-21,24
8845,9987,15000,2024-11-01,12
8846,9495,10000,2024-04-16,24
8847,6292,5000,2024-03-28,24
8848,2669,5000,2024-01-14,36
8849,4239,5000,2024-08-30,36
8850,5072,5000,2024-01-18,12
8851,4167,5000,2024-08-15,24
8852,638,5000,2024-03-17,24
8853,4563,15000,2024-10-16,12
8854,2642,5000,2024-12-04,12
8855,8233,15000,2024-02-10,24
8856,8963,15000,2024-04-28,24
8857,5803,25000,2024-03-15,12
8858,4375,25000,2024-06-25,36
8859,7639,15000,2024-08-05,24
8860,3017,5000,2024-03-09,24
8861,3711,25000,2024-07-31,24
8862,58,5000,2024-10-30,24
8863,9846,5000,2024-01-12,12
8864,3238,25000,2024-04-22,12
8865,6517,25000,2024-09-26,12
8866,82,25000,2024-11-15,12
8867,5990,5000,2024-01-26,12
8868,6508,10000,2024-02-24,36
8869,1509,10000,2024-11-10,36
8870,5166,25000,2024-07-26,36
8871,8454,5000,2024-03-19,36
8872,3707,10000,2024-11-19,12
8873,6236,25000,2024-05-30,12
8874,4115,5000,2024-11-23,36
8875,2318,5000,2024-07-16,12
8876,4673,5000,2024-08-07,12
8877,8861,5000,2024-10-30,24
8878,1271,5000,2024-09-17,24
8879,9927,5000,2024-01-21,36
8880,3815,5000,2024-06-26,12
8881,4020,25000,2024-12-28,24
8882,4716,25000,2024-03-11,12
8883,6647,15000,2024-12-15,24
8884,6840,25000,2024-04-03,36
8885,2232,25000,2024-07-25,12
8886,8633,15000,2024-03-13,12
8887,581,25000,2024-06-03,24
8888,3322,10000,2024-09-14,36
8889,376,10000,2024-08-15,24
8890,6082,25000,2024-12-12,36
8891,5578,25000,2024-06-23,36
8892,3802,25000,2024-10-22,36
8893,6490,25000,2024-08-04,12
8894,10000,15000,2024-02-05,24
8895,729,15000,2024-12-22,12
8896,4276,25000,2024-07-30,12
8897,6781,25000,2024-05-29,12
8898,2424,15000,2024-09-30,36
8899,6327,10000,2024-04-24,36
8900,2377,5000,2024-07-21,36
8901,6634,25000,2024-01-06,36
8902,2248,10000,2024-11-18,36
8903,6623,5000,2024-05-04,36
8904,9952,5000,2024-11-03,12
8905,5575,10000,2024-07-16,36
8906,7161,25000,2024-07-25,24
8907,5994,5000,2024-01-03,36
8908,5560,25000,2024-03-06,12
8909,1913,25000,2024-07-26,24
8910,3809,10000,2024-10-04,12
8911,2678,15000,2024-04-22,12
8912,5579,25000,2024-05-18,24
8913,9887,15000,2024-06-12,36
8914,4532,10000,2024-11-04,12
8915,1738,10000,2024-11-27,12
8916,5698,10000,2024-06-16,24
8917,46,10000,2024-02-04,36
8918,7020,5000,2024-02-12,24
8919,5892,15000,2024-10-27,24
8920,1942,10000,2024-06-17,12
8921,6061,10000,2024-11-15,36
8922,8348,25000,2024-09-27,12
8923,962,15000,2024-10-26,36
8924,945,10000,2024-02-11,24
8925,7775,15000,2024-07-05,36
8926,9471,15000,2024-03-25,12
8927,9578,10000,2024-01-04,36
8928,3920,5000,2024-11-22,36
8929,9929,10000,2024-10-11,12
8930,6059,5000,2024-09-18,12
8931,3839,10000,2024-07-27,12
8932,5560,5000,2024-09-11,24
8933,2651,25000,2024-07-12,12
8934,8432,15000,2024-03-21,24
8935,3255,15000,2024-04-02,36
8936,6403,10000,2024-05-18,36
8937,7628,10000,2024-08-05,12
8938,8692,5000,2024-08-31,24
8939,6220,5000,2024-04-12,24
8940,4393,5000,2024-02-01,24
8941,7720,5000,2024-12-08,12
8942,9622,5000,2024-02-20,12
8943,8719,10000,2024-08-25,24
8944,5852,15000,2024-02-09,36
8945,1809,5000,2024-09-13,36
8946,9403,15000,2024-08-10,12
8947,8176,15000,2024-01-06,12
8948,9241,10000,2024-04-04,24
8949,4395,25000,2024-09-28,24
8950,4669,5000,2024-05-25,24
8951,9347,5000,2024-11-23,36
8952,5881,5000,2024-08-16,24
8953,676,5000,2024-08-18,24
8954,3279,10000,2024-02-18,12
8955,2240,25000,2024-12-28,12
8956,9244,10000,2024-09-07,24
8957,429,5000,2024-10-21,12
8958,2132,5000,2024-02-27,24
8959,8690,15000,2024-07-17,24
8960,3867,15000,2024-06-18,24
8961,851,25000,2024-10-27,12
8962,2892,5000,2024-08-14,24
8963,9251,5000,2024-01-28,12
8964,2145,25000,2024-03-29,36
8965,8036,15000,2024-04-01,36
8966,6551,15000,2024-03-13,12
8967,7104,5000,2024-09-17,36
8968,9974,15000,2024-11-08,36
8969,8681,25000,2024-03-20,36
8970,8596,10000,2024-01-29,24
8971,5343,15000,2024-08-22,36
8972,8595,25000,2024-11-06,24
8973,3658,5000,2024-05-30,12
8974,9994,10000,2024-02-26,12
8975,184,25000,2024-05-25,36
8976,6421,10000,2024-05-12,24
8977,1517,15000,2024-05-26,12
8978,7463,5000,2024-08-16,12
8979,4157,15000,2024-07-14,24
8980,9901,15000,2024-03-24,36
8981,5086,25000,2024-02-19,12
8982,3694,25000,2024-12-07,36
8983,9742,15000,2024-11-27,36
8984,4411,25000,2024-09-20,24
8985,2792,25000,2024-07-31,36
8986,996,10000,2024-04-18,12
8987,2857,15000,2024-02-02,24
8988,8844,15000,2024-04-11,36
8989,7074,25000,2024-06-22,24
8990,9085,15000,2024-08-24,24
8991,6180,15000,2024-05-06,24
8992,2003,25000,2024-08-09,36
8993,9257,5000,2024-07-13,24
8994,8361,25000,2024-07-09,36
8995,171,5000,2024-04-03,24
8996,3690,5000,2024-09-15,36
8997,739,10000,2024-11-03,24
8998,3563,5000,2024-02-13,36
8999,1318,15000,2024-11-11,12
9000,7826,25000,2024-02-27,12
9001,1288,15000,2024-04-04,24
9002,6082,5000,2024-05-21,12
9003,4037,25000,2024-10-01,36
9004,4537,25000,2024-01-05,12
9005,8850,25000,2024-09-03,36
9006,4204,25000,2024-05-02,36
9007,8124,10000,2024-10-08,12
9008,5335,10000,2024-04-23,12
9009,7925,10000,2024-09-03,36
9010,3202,25000,2024-12-29,12
9011,8768,15000,2024-01-18,12
9012,8492,5000,2024-06-21,24
9013,1893,10000,2024-08-15,36
9014,5482,15000,2024-08-10,24
9015,224,10000,2024-07-28,36
9016,6721,10000,2024-08-31,12
9017,7655,5000,2024-01-09,36
9018,3649,25000,2024-12-11,12
9019,2742,15000,2024-05-01,24
9020,7153,10000,2024-10-24,36
9021,5228,25000,2024-12-30,24
9022,5512,15000,2024-11-21,36
9023,6220,10000,2024-12-05,24
9024,2298,25000,2024-11-23,12
9025,4337,5000,2024-04-18,36
9026,7394,10000,2024-11-19,24
9027,9892,25000,2024-12-10,12
9028,3335,5000,2024-01-31,12
9029,2063,25000,2024-05-01,36
9030,8857,10000,2024-10-01,36
9031,8688,5000,2024-03-11,36
9032,1465,10000,2024-06-23,24
9033,3706,25000,2024-10-19,12
9034,6913,25000,2024-12-15,12
9035,436,10000,2024-07-27,36
9036,4397,10000,2024-08-11,12
9037,7097,15000,2024-01-19,12
9038,1698,15000,2024-08-04,36
9039,8130,10000,2024-04-02,12
9040,8095,25000,2024-02-22,12
9041,7123,25000,2024-03-15,36
9042,9239,25000,2024-05-11,24
9043,9282,15000,2024-02-15,36
9044,1419,25000,2024-02-05,12
9045,3049,15000,2024-05-11,36
9046,8762,25000,2024-05-09,36
9047,7161,10000,2024-06-15,12
9048,8221,25000,2024-08-30,12
9049,7644,10000,2024-08-12,24
9050,641,10000,2024-10-26,24
9051,7202,25000,2024-03-31,12
9052,6419,15000,2024-12-11,24
9053,6488,15000,2024-12-29,24
9054,4776,15000,2024-10-23,36
9055,1986,25000,2024-05-01,36
9056,4817,10000,2024-12-24,24
9057,4168,15000,2024-12-18,36
9058,2030,15000,2024-10-20,36
9059,7313,5000,2024-07-11,12
9060,7206,25000,2024-04-23,24
9061,8666,25000,2024-01-11,24
9062,5117,25000,2024-07-05,12
9063,171,5000,2024-03-18,12
9064,3245,10000,2024-03-10,12
9065,2472,10000,2024-10-25,36
9066,7032,15000,2024-04-13,12
9067,5976,5000,2024-12-10,12
9068,1246,5000,2024-08-02,12
9069,7770,10000,2024-04-27,12
9070,8990,15000,2024-01-05,36
9071,6020,25000,2024-06-02,24
9072,5568,25000,2024-07-28,12
9073,322,25000,2024-10-14,12
9074,3935,10000,2024-10-29,24
9075,7320,25000,2024-03-30,24
9076,3896,15000,2024-02-19,12
9077,9261,5000,2024-12-20,12
9078,7164,15000,2024-07-20,24
9079,8516,5000,2024-06-04,12
9080,6556,25000,2024-04-04,36
9081,3333,5000,2024-03-19,12
9082,5339,25000,2024-07-01,12
9083,2668,5000,2024-11-09,36
9084,8837,10000,2024-06-16,24
9085,3845,10000,2024-07-04,24
9086,9904,10000,2024-11-23,24
9087,9033,15000,2024-11-25,12
9088,8495,10000,2024-06-21,24
9089,3262,5000,2024-05-17,36
9090,3761,25000,2024-12-23,36
9091,5080,10000,2024-07-28,12
9092,7003,25000,2024-10-30,24
9093,336,5000,2024-08-07,24
9094,1879,10000,2024-07-08,36
9095,1853,15000,2024-10-10,24
9096,4756,15000,2024-04-23,36
9097,2001,5000,2024-01-20,12
9098,5239,10000,2024-03-28,36
9099,7789,10000,2024-11-21,24
9100,2130,5000,2024-10-23,36
9101,5133,15000,2024-12-17,24
9102,969,10000,2024-09-18,12
9103,2526,10000,2024-01-30,36
9104,2347,10000,2024-02-23,12
9105,750,25000,2024-06-23,12
9106,9492,25000,2024-09-06,36
9107,8496,15000,2024-01-10,36
9108,2916,10000,2024-10-01,36
9109,5957,15000,2024-09-21,12
9110,3345,25000,2024-05-14,36
9111,7580,25000,2024-03-01,24
9112,8228,10000,2024-01-14,24
9113,3550,15000,2024-09-14,24
9114,5622,5000,2024-10-27,24
9115,6726,15000,2024-10-02,12
9116,1434,5000,2024-01-26,12
9117,81,10000,2024-02-08,12
9118,9695,25000,2024-09-02,24
9119,5506,10000,2024-05-30,12
9120,3512,25000,2024-07-26,12
9121,6179,10000,2024-06-01,24
9122,2943,5000,2024-04-25,36
9123,8987,10000,2024-07-19,12
9124,9923,15000,2024-06-29,12
9125,8376,15000,2024-10-07,36
9126,4654,5000,2024-06-22,12
9127,9364,15000,2024-06-03,24
9128,2043,5000,2024-12-21,36
9129,1288,5000,2024-11-14,12
9130,3561,25000,2024-04-24,12
9131,7794,25000,2024-10-29,12
9132,282,10000,2024-05-21,12
9133,4711,25000,2024-10-05,24
9134,7774,5000,2024-01-16,36
9135,8609,25000,2024-05-27,24
9136,317,15000,2024-09-18,24
9137,2964,15000,2024-01-29,12
9138,1092,10000,2024-09-16,12
9139,5079,5000,2024-04-23,12
9140,3886,10000,2024-01-08,36
9141,5600,10000,2024-10-30,24
9142,677,25000,2024-09-11,24
9143,1125,10000,2024-03-24,24
9144,1114,25000,2024-01-16,36
9145,1973,25000,2024-10-29,12
9146,7768,10000,2024-10-13,12
9147,4223,10000,2024-04-05,36
9148,4715,5000,2024-05-01,36
9149,4930,25000,2024-08-13,12
9150,9615,15000,2024-01-29,24
9151,7662,5000,2024-03-16,12
9152,7144,25000,2024-11-19,36
9153,8948,25000,2024-04-28,36
9154,4872,25000,2024-06-19,12
9155,3837,25000,2024-02-03,24
9156,7310,25000,2024-09-18,36
9157,7382,5000,2024-10-31,36
9158,4475,25000,2024-07-06,36
9159,8684,10000,2024-02-20,12
9160,684,15000,2024-01-09,12
9161,1976,5000,2024-05-12,36
9162,304,5000,2024-07-10,12
9163,1953,15000,2024-01-16,24
9164,3570,5000,2024-07-05,12
9165,7910,25000,2024-07-02,36
9166,4005,25000,2024-07-11,24
9167,6066,15000,2024-03-24,12
9168,9453,5000,2024-06-23,36
9169,7398,10000,2024-04-01,36
9170,1031,15000,2024-10-17,24
9171,5827,5000,2024-03-02,12
9172,4352,5000,2024-02-02,12
9173,9387,15000,2024-05-22,12
9174,7720,25000,2024-12-06,12
9175,8426,15000,2024-12-27,24
9176,1719,15000,2024-05-02,36
9177,493,15000,2024-04-24,36
9178,2015,15000,2024-12-22,36
9179,8030,15000,2024-03-20,12
9180,7535,25000,2024-08-29,12
9181,8537,10000,2024-05-15,12
9182,5887,25000,2024-12-30,12
9183,7628,10000,2024-04-04,36
9184,8457,25000,2024-09-20,36
9185,1673,15000,2024-05-20,24
9186,3648,5000,2024-03-28,24
9187,6389,10000,2024-08-24,12
9188,8621,10000,2024-02-28,24
9189,3163,5000,2024-12-02,36
9190,2911,10000,2024-06-23,36
9191,8646,25000,2024-02-29,36
9192,8541,10000,2024-06-17,36
9193,8614,25000,2024-02-21,12
9194,6634,15000,2024-08-15,12
9195,582,10000,2024-09-04,24
9196,2663,10000,2024-11-27,12
9197,5353,10000,2024-02-05,24
9198,4259,25000,2024-11-28,36
9199,6924,15000,2024-04-08,24
9200,6829,5000,2024-03-09,12
9201,9222,5000,2024-05-20,12
9202,1325,5000,2024-07-18,36
9203,101,25000,2024-09-23,12
9204,416,5000,2024-01-08,36
9205,5060,10000,2024-03-02,12
9206,9576,15000,2024-05-19,36
9207,1044,15000,2024-11-28,24
9208,1747,25000,2024-12-26,24
9209,4492,10000,2024-12-07,36
9210,7658,5000,2024-04-19,24
9211,4444,15000,2024-06-20,12
9212,9481,10000,2024-02-27,36
9213,4861,10000,2024-12-09,24
9214,4171,25000,2024-01-08,24
9215,4149,25000,2024-12-28,12
9216,7454,10000,2024-03-04,24
9217,6210,25000,2024-11-03,24
9218,38,10000,2024-11-22,36
9219,8958,25000,2024-10-04,12
9220,4807,15000,2024-07-09,24
9221,4844,25000,2024-08-09,36
9222,116,10000,2024-03-19,24
9223,7765,15000,2024-02-06,36
9224,279,10000,2024-07-06,12
9225,454,10000,2024-05-27,12
9226,3214,25000,2024-04-04,12
9227,4704,15000,2024-04-24,24
9228,4465,10000,2024-06-21,24
9229,301,5000,2024-05-01,36
9230,8909,25000,2024-11-09,12
9231,6043,15000,2024-07-22,12
9232,5067,15000,2024-06-13,36
9233,9568,10000,2024-08-09,36
9234,195,15000,2024-09-15,24
9235,1329,15000,2024-03-17,12
9236,6394,5000,2024-03-15,24
9237,4354,15000,2024-08-09,36
9238,7134,5000,2024-07-19,12
9239,7389,25000,2024-08-09,36
9240,1558,25000,2024-04-02,36
9241,5977,25000,2024-02-07,12
9242,7530,15000,2024-08-21,24
9243,3125,25000,2024-04-30,36
9244,4883,5000,2024-02-18,36
9245,7120,15000,2024-02-03,36
9246,8721,15000,2024-06-02,24
9247,8690,5000,2024-05-09,24
9248,6783,5000,2024-02-25,24
9249,6299,5000,2024-04-09,12
9250,7147,25000,2024-05-14,24
9251,1811,15000,2024-02-05,36
9252,7915,10000,2024-06-16,36
9253,2846,10000,2024-07-24,12
9254,2126,15000,2024-10-08,24
9255,7342,15000,2024-03-24,12
9256,320,5000,2024-03-15,36
9257,8087,25000,2024-03-30,24
9258,3364,5000,2024-04-30,12
9259,3387,5000,2024-04-08,24
9260,3339,10000,2024-11-20,24
9261,8178,25000,2024-09-28,36
9262,8437,15000,2024-03-15,36
9263,6735,15000,2024-12-18,36
9264,7259,10000,2024-05-16,12
9265,870,5000,2024-09-17,12
9266,1460,25000,2024-07-30,12
9267,6785,5000,2024-02-12,24
9268,4110,25000,2024-04-07,24
9269,7043,5000,2024-10-12,36
9270,6430,25000,2024-03-14,24
9271,8863,5000,2024-05-07,24
9272,686,10000,2024-02-01,36
9273,5028,25000,2024-08-03,12
9274,1975,5000,2024-09-29,36
9275,7595,25000,2024-12-29,24
9276,9204,5000,2024-03-07,36
9277,9577,10000,2024-08-18,24
9278,4139,25000,2024-08-22,36
9279,9103,5000,2024-06-02,24
9280,1318,10000,2024-01-12,24
9281,5465,5000,2024-02-06,36
9282,5116,15000,2024-06-18,24
9283,7410,5000,2024-11-08,24
9284,567,15000,2024-01-12,24
9285,7896,10000,2024-06-22,36
9286,9658,5000,2024-08-12,12
9287,9400,25000,2024-06-03,12
9288,7298,25000,2024-11-29,36
9289,2466,25000,2024-01-07,36
9290,4145,25000,2024-08-23,12
9291,4349,5000,2024-02-07,36
9292,3927,5000,2024-10-24,24
9293,7560,15000,2024-08-31,36
9294,4011,5000,2024-05-02,12
9295,2878,10000,2024-06-03,24
9296,1401,25000,2024-10-24,12
9297,6708,5000,2024-09-02,12
9298,9761,10000,2024-12-28,24
9299,741,15000,2024-02-10,12
9300,6331,10000,2024-09-21,12
9301,8892,15000,2024-04-17,12
9302,703,25000,2024-08-13,12
9303,6256,15000,2024-06-22,36
9304,4389,15000,2024-04-14,12
9305,9148,10000,2024-12-14,36
9306,9066,25000,2024-12-03,12
9307,7128,10000,2024-06-30,12
9308,1821,25000,2024-04-02,36
9309,7907,10000,2024-04-28,24
9310,4745,5000,2024-04-30,24
9311,4392,10000,2024-07-05,24
9312,1380,15000,2024-09-25,12
9313,8471,10000,2024-12-07,24
9314,8039,15000,2024-01-16,12
9315,4348,10000,2024-02-01,12
9316,9224,10000,2024-12-11,24
9317,1344,15000,2024-04-04,36
9318,5271,25000,2024-04-15,36
9319,605,10000,2024-06-23,36
9320,6520,5000,2024-11-21,36
9321,7533,5000,2024-10-17,24
9322,6584,15000,2024-11-26,24
9323,592,15000,2024-02-06,24
9324,8039,15000,2024-01-22,24
9325,6164,5000,2024-08-05,36
9326,3955,15000,2024-03-26,12
9327,8204,15000,2024-11-11,24
9328,6780,25000,2024-02-11,24
9329,122,5000,2024-05-20,36
9330,2277,25000,2024-08-02,36
9331,8096,25000,2024-06-08,24
9332,7077,15000,2024-10-05,12
9333,878,25000,2024-06-19,24
9334,786,10000,2024-06-08,36
9335,2077,10000,2024-08-27,36
9336,5672,10000,2024-12-23,36
9337,101,25000,2024-06-04,36
9338,8568,10000,2024-08-19,36
9339,8838,5000,2024-08-09,36
9340,3383,10000,2024-12-02,24
9341,5961,10000,2024-06-18,12
9342,6344,25000,2024-10-11,12
9343,4817,5000,2024-08-30,36
9344,2024,25000,2024-12-23,24
9345,7293,5000,2024-06-10,24
9346,1046,5000,2024-04-23,36
9347,2098,25000,2024-09-24,36
9348,3823,10000,2024-03-31,36
9349,4822,15000,2024-10-22,24
9350,3867,15000,2024-12-22,24
9351,6210,10000,2024-11-03,12
9352,8077,15000,2024-11-13,12
9353,2350,15000,2024-11-20,12
9354,384,5000,2024-11-12,12
9355,2586,25000,2024-12-05,12
9356,703,25000,2024-10-28,36
9357,2097,10000,2024-08-20,24
9358,319,10000,2024-03-12,12
9359,8213,25000,2024-04-16,36
9360,592,15000,2024-02-19,24
9361,4105,10000,2024-12-26,12
9362,1461,5000,2024-01-02,36
9363,1912,25000,2024-03-06,12
9364,3127,15000,2024-12-23,12
9365,6913,5000,2024-06-19,24
9366,6848,25000,2024-08-02,36
9367,7045,25000,2024-05-17,24
9368,5349,15000,2024-12-30,12
9369,1271,10000,2024-06-29,12
9370,7167,5000,2024-12-13,12
9371,282,5000,2024-07-29,24
9372,5213,5000,2024-10-10,12
9373,1830,25000,2024-01-02,36
9374,8745,15000,2024-06-05,12
9375,3740,15000,2024-11-03,24
9376,6277,25000,2024-05-21,12
9377,2965,5000,2024-01-28,36
9378,5617,5000,2024-09-13,36
9379,7764,15000,2024-10-26,24
9380,2808,10000,2024-09-04,12
9381,2920,25000,2024-12-01,24
9382,1571,10000,2024-03-25,36
9383,5757,5000,2024-08-30,24
9384,6708,25000,2024-07-24,12
9385,7950,25000,2024-09-29,12
9386,6877,10000,2024-09-27,36
9387,8253,25000,2024-02-17,36
9388,3576,15000,2024-02-15,36
9389,2829,10000,2024-06-25,36
9390,2575,15000,2024-09-26,36
9391,3383,5000,2024-08-15,12
9392,3765,10000,2024-12-21,12
9393,3425,25000,2024-09-10,12
9394,1099,10000,2024-09-02,24
9395,198,15000,2024-01-22,24
9396,2689,15000,2024-01-22,36
9397,7099,5000,2024-08-11,12
9398,6130,25000,2024-12-12,36
9399,9761,25000,2024-07-17,12
9400,9063,5000,2024-08-18,12
9401,510,15000,2024-11-27,12
9402,2464,25000,2024-12-01,12
9403,7098,25000,2024-08-17,12
9404,1889,15000,2024-07-15,12
9405,2251,5000,2024-08-21,12
9406,4672,15000,2024-10-17,24
9407,5011,25000,2024-09-21,24
9408,985,10000,2024-06-05,36
9409,796,5000,2024-01-27,12
9410,6090,10000,2024-08-11,36
9411,848,15000,2024-07-20,24
9412,1392,5000,2024-03-29,12
9413,7594,5000,2024-11-10,24
9414,5718,5000,2024-06-18,24
9415,2994,15000,2024-10-20,36
9416,7628,5000,2024-12-10,12
9417,4458,5000,2024-12-28,36
9418,4572,25000,2024-06-28,12
9419,9630,5000,2024-10-26,12
9420,8594,25000,2024-01-23,12
9421,878,5000,2024-07-20,24
9422,3155,15000,2024-11-21,24
9423,5710,5000,2024-03-17,36
9424,9099,5000,2024-08-10,36
9425,4442,15000,2024-11-20,36
9426,1096,5000,2024-07-06,24
9427,1807,10000,2024-09-07,24
9428,5997,5000,2024-05-10,12
9429,1677,5000,2024-01-23,12
9430,8400,25000,2024-02-06,36
9431,9558,25000,2024-01-18,12
9432,5502,10000,2024-12-20,12
9433,9602,15000,2024-09-17,24
9434,7277,5000,2024-02-10,24
9435,7182,25000,2024-12-13,24
9436,8438,10000,2024-12-03,36
